"Portal","Job Title","Company","URL","About the job","Pay","Location","Summary","Requirements","Responsibilities","Benefits","Scraped At"
"USAJOBS","VCS Canteen Chief- Madison WI","Veterans Health Administration","https://www.usajobs.gov:443/job/879838100","Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 80 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic General Manager for our Madison, WI VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","$71946-$71946 PA","Madison, Wisconsin","Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 80 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic General Manager for our Madison, WI VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","","","","2026-08-10T09:31:30.368189+00:00"
"USAJOBS","Club Operations Assistant","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/876466700","This position is located in the Morale, Welfare and Recreation (MWR) Department aboard Naval Air Station Lemoore. The primary purpose of this position is to monitor operations of a club or assigned area, normally during the absence of a manager and/or assistant manager and normally at night or on weekends.","$51653-$51653 PA","Lemoore, California","This position is located in the Morale, Welfare and Recreation (MWR) Department aboard Naval Air Station Lemoore. The primary purpose of this position is to monitor operations of a club or assigned area, normally during the absence of a manager and/or assistant manager and normally at night or on weekends.","","","","2026-08-10T09:31:30.369264+00:00"
"USAJOBS","Club Operations Assistant","Air Education and Training Command","https://www.usajobs.gov:443/job/878746000","This position will be assigned to the JBSA Randolph Clubs. This is a flexible category position with no guaranteed hours, may work up to 40 hrs./wk. Scheduled as needed. Employees appointed to a flexible (intermittent) category position are not eligible for benefits.","$16.5-$27.66 PH","Randolph AFB, Texas","This position will be assigned to the JBSA Randolph Clubs. This is a flexible category position with no guaranteed hours, may work up to 40 hrs./wk. Scheduled as needed. Employees appointed to a flexible (intermittent) category position are not eligible for benefits.","","","","2026-08-10T09:31:30.370030+00:00"
"USAJOBS","Food and Beverage Attendant NA-03","United States Army Installation Management Command","https://www.usajobs.gov:443/job/874932300","This announcement will be used to fill vacancies for various FMWR facilities on Fort Wainwright, Alaska. These facilities include City Center and Chena Bend Golf Course! Incentives and Bonuses Incentives may be paid. Up to 25% recruitment and/or retention incentive may be authorized for positions offering at least a guarantee of 10 hours per week.","$19.1-$22.28 PH","Fort Wainwright, Alaska","This announcement will be used to fill vacancies for various FMWR facilities on Fort Wainwright, Alaska. These facilities include City Center and Chena Bend Golf Course! Incentives and Bonuses Incentives may be paid. Up to 25% recruitment and/or retention incentive may be authorized for positions offering at least a guarantee of 10 hours per week.","","","","2026-08-10T09:31:30.370741+00:00"
"USAJOBS","RECREATION ASSISTANT (FAMCAMP)","United States Space Force","https://www.usajobs.gov:443/job/879404900","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Manatee Cove Fam Camp and recreational lodging facilities. This position requires shift work to provide coverage on days, evenings, weekends, holidays, or special situations. Scheduled hours will be 0-40 per week. Must be able to life and carry objects weighing 40 pounds or more.","$16.8-$17 PH","Patrick AFB, Florida","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Manatee Cove Fam Camp and recreational lodging facilities. This position requires shift work to provide coverage on days, evenings, weekends, holidays, or special situations. Scheduled hours will be 0-40 per week. Must be able to life and carry objects weighing 40 pounds or more.","","","","2026-08-10T09:31:30.371959+00:00"
"USAJOBS","Food and Beverage Attendant NA-01","U.S. Military Academy","https://www.usajobs.gov:443/job/854439300","This position is located at Grant Hall. Incentives and Bonuses Incentives will not be paid.","$17.7-$20.65 PH","West Point, New York","This position is located at Grant Hall. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.372768+00:00"
"USAJOBS","Food and Beverage Attendant NA-01","U.S. Military Academy","https://www.usajobs.gov:443/job/854439800","This position is located at Jefferson Cafe (Grant Hall). Incentives and Bonuses Incentives will not be paid.","$17.7-$20.65 PH","West Point, New York","This position is located at Jefferson Cafe (Grant Hall). Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.373098+00:00"
"USAJOBS","SUPERVISORY PROGRAM ANALYST","Naval Sea Systems Command","https://www.usajobs.gov:443/job/879014400","You will serve as a SUPERVISORY PROGRAM ANALYST in the PMS 326 of NAVSEA HQ FIELD SUPPORT. This is a RE-ADVERTISEMENT of Announcement Number: ST-13015407-26-CMG. Applicants that have previously applied NEED to re-apply to this announcement.","$143913-$197200 PA","Washington Navy Yard, District of Columbia","You will serve as a SUPERVISORY PROGRAM ANALYST in the PMS 326 of NAVSEA HQ FIELD SUPPORT. This is a RE-ADVERTISEMENT of Announcement Number: ST-13015407-26-CMG. Applicants that have previously applied NEED to re-apply to this announcement.","","","","2026-08-10T09:31:30.373503+00:00"
"USAJOBS","Clerk (Veterinary Services) NF-02","U.S. Army Medical Command","https://www.usajobs.gov:443/job/878263500","This position is located at the Fairchild AFB Veterinary Treatment Facility. Incentives and Bonuses Incentives will not be paid.","$20.54-$20.54 PH","Fairchild AFB, Washington","This position is located at the Fairchild AFB Veterinary Treatment Facility. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.374091+00:00"
"USAJOBS","VCS- Accounting Technician II","Veterans Health Administration","https://www.usajobs.gov:443/job/878893100","The VCS Central Office, located at the Jefferson Barracks VA Medical Center in St. Louis, MO, is conducting a recruitment search for an Accounting Technician II in our Finance Center. In this role, you will report to the Supervisory Accountant and play a critical role in the operations of the Finance Center.","$57302-$57302 PA","Saint Louis, Missouri","The VCS Central Office, located at the Jefferson Barracks VA Medical Center in St. Louis, MO, is conducting a recruitment search for an Accounting Technician II in our Finance Center. In this role, you will report to the Supervisory Accountant and play a critical role in the operations of the Finance Center.","","","","2026-08-10T09:31:30.374550+00:00"
"USAJOBS","Bartender NA-04","United States Army Installation Management Command","https://www.usajobs.gov:443/job/878836900","This position is located at: multiple locations - Fort Polk, Louisiana. As part of the Family and Morale, Welfare and Recreation (FMWR) Programs, we are dedicated to providing an unforgettable experience for Soldiers, Families and Civilian Community. This is an open continuous announcement. All qualified applicants will be forwarded to management on a weekly or as needed basis.","$19.96-$23.29 PH","Fort Polk, Louisiana","This position is located at: multiple locations - Fort Polk, Louisiana. As part of the Family and Morale, Welfare and Recreation (FMWR) Programs, we are dedicated to providing an unforgettable experience for Soldiers, Families and Civilian Community. This is an open continuous announcement. All qualified applicants will be forwarded to management on a weekly or as needed basis.","","","","2026-08-10T09:31:30.375534+00:00"
